Name            Location        Type         Namespace  Source
ncmps           00fc7c56        Function        Global  User Defined
bdos_walloc     00fc7c92        Function        Global  User Defined
mgetofd         00fc7cdc        Function        Global  User Defined
oftdel          00fc7d5e        Function        Global  User Defined
xtermres        00fc7d9a        Function        Global  User Defined
xterm           00fc7dea        Function        Global  User Defined
x0term          00fc7e42        Function        Global  User Defined
ixterm          00fc7e4e        Function        Global  User Defined
FUN_00fc7ef6    00fc7ef6        Function        Global  Default
xexec           00fc7f36        Function        Global  User Defined
FUN_00fc8392    00fc8392        Function        Global  Default
xpgmld          00fc83a6        Function        Global  User Defined
ffit            00fc862a        Function        Global  User Defined
xsetblk         00fc871a        Function        Global  User Defined
freeit          00fc879c        Function        Global  User Defined
xmalloc         00fc886e        Function        Global  User Defined
xmfree          00fc88bc        Function        Global  User Defined
constat         00fc8904        Function        Global  User Defined
xconstat        00fc8930        Function        Global  User Defined
xconostat       00fc894a        Function        Global  User Defined
xprtostat       00fc896e        Function        Global  User Defined
xauxistat       00fc8992        Function        Global  User Defined
xauxostat       00fc89ae        Function        Global  User Defined
conbrk          00fc89d2        Function        Global  User Defined
buflush         00fc8b0e        Function        Global  User Defined
conout          00fc8b56        Function        Global  User Defined
xtabout         00fc8bdc        Function        Global  User Defined
tabout          00fc8bfc        Function        Global  User Defined
FUN_00fc8c48    00fc8c48        Function        Global  Default
xauxout         00fc8c92        Function        Global  User Defined
xprtout         00fc8cba        Function        Global  User Defined
getch           00fc8ce2        Function        Global  User Defined
x7in            00fc8d6a        Function        Global  User Defined
conin           00fc8d86        Function        Global  User Defined
xconin          00fc8db2        Function        Global  User Defined
x8in            00fc8dcc        Function        Global  User Defined
xauxin          00fc8dfe        Function        Global  User Defined
rawconio        00fc8e22        Function        Global  User Defined
xprt_line       00fc8e82        Function        Global  User Defined
prt_line        00fc8ea2        Function        Global  User Defined
FUN_00fc8ecc    00fc8ecc        Function        Global  Default
FUN_00fc8f12    00fc8f12        Function        Global  Default
readline        00fc8faa        Function        Global  User Defined
cgets           00fc8fe6        Function        Global  User Defined
ni              00fc90fe        Function        Global  User Defined
xgetver         00fc9108        Function        Global  User Defined
cinit           00fc9116        Function        Global  User Defined
freetree        00fc91b4        Function        Global  User Defined
offree          00fc9228        Function        Global  User Defined
osif            00fc92a4        Function        Global  User Defined
caseD_6         00fc956a        Instruction Label       switchD_00fc96bc        Analysis
caseD_1         00fc9576        Instruction Label       switchD_00fc96bc        Analysis
caseD_3         00fc9576        Instruction Label       switchD_00fc96bc        Analysis
caseD_7         00fc9576        Instruction Label       switchD_00fc96bc        Analysis
caseD_8         00fc9576        Instruction Label       switchD_00fc96bc        Analysis
caseD_2         00fc959c        Instruction Label       switchD_00fc96bc        Analysis
caseD_4         00fc959c        Instruction Label       switchD_00fc96bc        Analysis
caseD_5         00fc959c        Instruction Label       switchD_00fc96bc        Analysis
caseD_9         00fc95ba        Instruction Label       switchD_00fc96bc        Analysis
caseD_a         00fc95ec        Instruction Label       switchD_00fc96bc        Analysis
caseD_b         00fc969c        Instruction Label       switchD_00fc96bc        Analysis
caseD_10        00fc969c        Instruction Label       switchD_00fc96bc        Analysis
caseD_11        00fc969c        Instruction Label       switchD_00fc96bc        Analysis
caseD_12        00fc969c        Instruction Label       switchD_00fc96bc        Analysis
caseD_13        00fc969c        Instruction Label       switchD_00fc96bc        Analysis
switchD         00fc96bc        Instruction Label       switchD_00fc96bc        Analysis
caseD_c         00fc96be        Instruction Label       switchD_00fc96bc        Analysis
caseD_d         00fc96be        Instruction Label       switchD_00fc96bc        Analysis
caseD_e         00fc96be        Instruction Label       switchD_00fc96bc        Analysis
caseD_f         00fc96be        Instruction Label       switchD_00fc96bc        Analysis
tikfrk          00fc9a80        Function        Global  User Defined
xgetdate        00fc9bda        Function        Global  User Defined
xsetdate        00fc9bea        Function        Global  User Defined
xgettime        00fc9c5c        Function        Global  User Defined
xsettime        00fc9c6c        Function        Global  User Defined
line1010        00fc9cc0        Function        Global  User Defined
la_out          00fc9ce6        Instruction Label       line1010        User Defined
var_base        00fc9ce8        Function        Global  User Defined
atab            00fc9cfe        Data Label      Global  User Defined
